system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently required Document Verification Specialist. Pay: 45,000/month. Pay Rs 1999 mandatory registration & onboarding processing charge via GooglePay/PhonePe to secure your employee code.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious request for personal financial transactions; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Chandigarh. Salary 32,000/month. Pay ₹1500 for online application form at naukri-job-portal.top.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent requirement: Cybersecurity Analyst at BlueDot Logistics India (Mysore). Key skills: Wireshark, VAPT, Splunk. Experience: 2-4 yrs. Remuneration: 8-15 LPA. Detailed JD and application at https://bluedotlogistics.in/careers.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Work from home daily payout! Earn 2,500 - 5,000 daily from your smartphone. Task: rating 5-star reviews for hotels on Google Maps. Instant UPI payout after each task. Contact @manager on Telegram.","Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Vague, suspicious organization details."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Corporate Legal Counsel for SimpliLogix Solutions in Chandigarh. Role covers Commercial agreement drafting, vendor MSAs, DPDP Act compliance, NDAs. CTC: 8-15 LPA. Please send your updated resume to careers@simplilogix.com.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: RazorEdge Labs India is hiring a Digital Marketing Intern for 3 months in Bhopal. Stipend: INR 8,000 - 15,000 /month. Looking for candidates proficient in SEO research, Canva, social media scheduling, campaign tracking. Apply at https://boards.greenhouse.io/razoredge.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Financial Analyst at CloudVerve Systems, Kochi. Office Address: Building 1, Mindspace IT Park, Sector 57, Kochi. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Indore. Salary 32,000/month. Pay ₹450 for online application form at tcs-careers-portal.in/register.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: QuantumByte Solutions is hiring a Software Development Intern for 3-6 months in Pune. Stipend: INR 15,000 - 25,000 /month. Looking for candidates proficient in Python / Node.js or React basics, Git workflow. Apply at https://careers.quantumbyte.co.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at Google India. Role: Branch Coordinator, Location: Trivandrum. Package: 7.5 LPA. Email CV to flipkart.supplychain.desk@proton.me. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Graphic Designer role. Unpaid intern position but gives certificate and high-speed mentorship in return for full-time output.,Classification: Fake. Red Flags: Unpaid role disguised as opportunity; Exploitative terms.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at Blinkit. Role: Operations Executive, Location: Gurgaon. Package: 7.5 LPA. Email CV to accenture.india.hiring@gmail.com. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Operations Intern at NovaFin Services India (Kochi / Remote). Requirements: Data verification, partner onboarding, customer issue resolution. Duration: 3 months. Stipend: INR 10,000 - 15,000 /month. Apply on Internshala or via https://novafin.in/careers.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Direct hiring in Paytm for Chennai branch. Guaranteed salary 8.5 LPA. Candidates must submit ₹1200 towards medical fitness checkup deposit before interview.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Guaranteed job offer without proper evaluation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Tele-calling opening. Direct Walk-in interview. Company location given as a local residential building, address not verified. Carry ₹1000 for training files.",Classification: Fake. Red Flags: Asks for money for materials; Non-commercial or dubious office location.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Noida. Salary 32,000/month. Pay ₹450 for online application form at tinyurl.com/amazon-wfh-job.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Personal assistant to VIP, 50,000 salary/week. Send personal details to random-job-portal-email@gmail.com. Do not reply to any other address.",Classification: Fake. Red Flags: Suspicious email address; Vague and potentially hazardous role; Unrealistic pay.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Senior Account Executive at Zenith Edutech India, Kochi. Office Address: Building 3, Mindspace IT Park, Sector 46, Kochi. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.",Classification: Real. Red Flags: None. Formal application process described.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Need SMS Dispatcher immediately. Earn 20,000 per week working just 2 hours a day from mobile. Instant offer letter upon registration on https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h.","Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
